objectname,rating,numplays,objectid,itemtype,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Loot,6,15,770,standalone,0,1,0,0,0,0,0,0,0,3,,Fun and light card game. Has slightly weird choices / incentives (i.e. it's usually not clear that playing a merchant ship is actually a good idea). The only real flaw is that it's hard to tell the green pirate ships from the blue ones. ,,,,14672503,6.1014,6.29644,1.3763,2186,11717,thing,Loot,2,8,20,20,20,1992,"3,4,5,6,8",4,6+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings,9,14,823,standalone,0,1,0,0,0,0,0,0,0,3,,A Masterpiece,,,,9849377,6.5713,6.74308,2.5645,985,25194,thing,The Lord of the Rings,2,5,90,90,60,2000,"1,2,3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: Battle for Middle-Earth,0,,341575,standalone,0,1,0,0,0,1,0,0,0,3,,,,,,97090924,0,5.9375,2,0,68,thing,The Lord of the Rings: Battle for Middle-Earth,2,4,30,30,30,2021,,,,,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: Battlefields,0,,22884,expansion,0,0,0,0,0,0,0,0,0,3,,,,,,9849398,5.85578,7.13238,3.0862,0,1807,thing,The Lord of the Rings: Battlefields,2,5,0,0,0,2007,"1,2,3,4,5",4,,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Lord of the Rings: Friends & Foes,7.5,,2449,expansion,0,1,0,0,0,0,0,0,0,3,,Adds more complexity to an already dense game. I like the added story lines from the books but we usually don't play with this expansion because it adds that much extra overhead and we are usually teaching new people the game.,,,,9849383,6.52351,7.26002,2.7801,0,6750,thing,Lord of the Rings: Friends & Foes,2,5,90,90,90,2001,"2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: Journey to Mordor,6.5,2,175755,standalone,0,1,0,0,0,0,0,0,0,3,,Bought from Game Nerdz. Nice and tidy little dice roll and write,,,,93703615,5.66306,6.08965,1.4889,5819,1836,thing,The Lord of the Rings: Journey to Mordor,2,4,20,20,20,2015,"2,3,4",4,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: Journeys in Middle-Earth,0,,269385,standalone,0,0,0,0,0,0,0,0,1,4,,,,,,57793801,7.53744,7.97273,2.612,95,22855,thing,The Lord of the Rings: Journeys in Middle-Earth,1,5,120,120,60,2019,"1,2,3,4",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Lord of the Rings: Sauron,7,,3819,expansion,0,1,0,0,0,0,0,0,0,3,,Brutal,,,,9849385,6.1312,6.8885,2.8261,0,5203,thing,Lord of the Rings: Sauron,3,6,120,120,120,2002,"3,4,5,6",5,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game,9.75,152,77423,standalone,0,1,0,0,0,0,0,0,0,3,,"I suspected I would be hooked on this game the first time I played it. I was introduced in 2015 by my friend Chrispy. It wasn't necessarily love at first sight, but as I kept thinking about the game in the days following I knew I was going to have to buy it. I enjoy that I can play it solo and do a little deck building (a nice escape into nostalgia for my old MtG days) but I really enjoy playing with one or two friends. The cooperative discussions about how to overcome the challenges of the quests, and how to tweak the decks between plays are my favorite moments. I am glad there are a lot of expansions, because this is a game that I feel like I just want to keep playing. It's telling that the box and the cards have been permanently out on my gaming room table for months on end.",,,,29503752,7.40825,7.66076,3.1925,146,35183,thing,The Lord of the Rings: The Card Game,1,2,60,60,30,2011,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – A Journey to Rhosgobel,6.5,,98113,expansion,0,1,0,0,0,0,0,0,0,3,,"Felt like an interesting attempt at a novel mechanic, but also a dirty trick to play on the players. I think we technically lost due to some effect on the last quest. We considered it a moral victory.",,,,29695515,6.29675,7.45221,2.9,0,7271,thing,The Lord of the Rings: The Card Game – A Journey to Rhosgobel,1,2,60,60,60,2011,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Across the Ettenmoors,0,,176058,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017538,5.68507,8.08914,3,0,1900,thing,The Lord of the Rings: The Card Game – Across the Ettenmoors,1,2,90,90,30,2015,,,,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Assault on Osgiliath,0,,137773,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463456,5.81734,7.79937,2.8462,0,2853,thing,The Lord of the Rings: The Card Game – Assault on Osgiliath,1,2,60,60,60,2013,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Celebrimbor's Secret,0,,158969,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463482,5.7596,8.06254,2.7143,0,2349,thing,The Lord of the Rings: The Card Game – Celebrimbor's Secret,1,2,90,90,30,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Conflict at the Carrock,8,,95338,expansion,0,1,0,0,0,0,0,0,0,3,,This adventure was a great challenge for me and my usual questing buddy Andrew. It took some legit deck tuning as well as the right card setup to win this beast.,,,,29810256,6.46214,7.67903,2.8852,0,7671,thing,The Lord of the Rings: The Card Game – Conflict at the Carrock,1,2,60,60,60,2011,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Encounter at Amon Dîn,0,,134946,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463455,5.84119,7.8789,2.8333,0,2860,thing,The Lord of the Rings: The Card Game – Encounter at Amon Dîn,1,2,90,90,30,2013,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Escape from Mount Gram,0,,174565,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017523,5.69068,8.26395,3,0,1900,thing,The Lord of the Rings: The Card Game – Escape from Mount Gram,1,2,60,60,60,2015,"1,2",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Fog on the Barrow-downs,0,,161216,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017551,5.66094,8.10768,2.8333,0,1383,thing,The Lord of the Rings: The Card Game – Fog on the Barrow-downs,1,2,60,60,60,2014,,,,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Foundations of Stone,7.5,,119640,expansion,0,1,0,0,0,0,0,0,0,3,,"I give this quest high ratings for originality and interest, if not entirely for fun. It is hard, maybe even quite hard, especially the last part where you get separated. If you get dealt the wrong cards off the encounter deck down in the depths you ain't getting out. Played it a few times solo and co-op, and it was never even close to easy.",,,,33831714,6.16098,8.13369,2.6957,0,4412,thing,The Lord of the Rings: The Card Game – Foundations of Stone,1,2,60,60,60,2012,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Heirs of Númenor,0,,129480,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,33831466,6.10619,7.91223,3.125,0,4466,thing,The Lord of the Rings: The Card Game – Heirs of Númenor,1,2,60,60,60,2012,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Khazad-dûm,7.5,,107933,expansion,0,1,0,0,0,0,0,0,0,3,,Certainly a good expansion pack. I like the player cards and the decks that they support. Overall I like the quests that are in the box as well as the ones that are part of the quest cycle.,,,,30367047,6.60144,7.95119,3.0156,0,8080,thing,The Lord of the Rings: The Card Game – Khazad-dûm,1,2,60,60,60,2011,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Return to Mirkwood,7,,102875,expansion,0,1,0,0,0,0,0,0,0,3,,This quest is really hard. It requires you to be good in every aspect of the game. It is punishing. I think we were glad to beat it once so we could move on.,,,,29810260,6.28708,7.69848,2.9762,0,6626,thing,The Lord of the Rings: The Card Game – Return to Mirkwood,1,2,60,60,60,2011,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Shadow and Flame,7,,121900,expansion,0,1,0,0,0,0,0,0,0,3,,"We had fun with this one. The big baddy is challenging in a fun way, and I think we actually managed to deal with him.",,,,33831718,6.07669,7.94795,3,0,4369,thing,The Lord of the Rings: The Card Game – Shadow and Flame,1,2,60,60,60,2012,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Antlered Crown,0,,160464,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017493,5.73006,8.01964,3.1111,0,2290,thing,The Lord of the Rings: The Card Game – The Antlered Crown,1,2,90,90,30,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Battle of Carn Dûm,0,,178862,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017543,5.64947,7.76954,3.2,0,1836,thing,The Lord of the Rings: The Card Game – The Battle of Carn Dûm,1,2,90,90,30,2015,"1,2",1,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Battle of Lake-town,0,,129413,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017571,5.78967,7.8484,2.9286,0,2210,thing,The Lord of the Rings: The Card Game – The Battle of Lake-town,1,2,60,60,60,2012,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Black Riders,9,,142875,expansion,0,1,0,0,0,0,0,0,0,3,,"A phenomenal expansion set. The cards are good, the Hobbits are fun to play, the quests are challenging but not punishing, and everything is designed in a way that feels really thematic. The mechanics of the quests are ingenious how well they re-create the events and circumstances of the books. I have played all of the quests multiple times and I definitely enjoy the challenge of all three every time.",,,,31633623,6.21864,8.31049,3.0333,0,4666,thing,The Lord of the Rings: The Card Game – The Black Riders,1,2,60,60,60,2013,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Blood of Gondor,0,,139413,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463459,5.80778,7.83058,2.9231,0,2781,thing,The Lord of the Rings: The Card Game – The Blood of Gondor,1,2,60,60,60,2013,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Dead Marshes,0,,100092,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,29695519,6.20505,7.44858,2.8409,0,6577,thing,The Lord of the Rings: The Card Game – The Dead Marshes,1,2,60,60,60,2011,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Dread Realm,0,,180695,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017546,5.66715,8.12015,3,0,1819,thing,The Lord of the Rings: The Card Game – The Dread Realm,1,2,90,90,30,2015,"1,2",1,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Drúadan Forest,0,,133167,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,33831488,5.83629,7.81915,2.9286,0,2912,thing,The Lord of the Rings: The Card Game – The Drúadan Forest,1,2,30,30,30,2013,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Dunland Trap,0,,153130,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463466,5.77343,7.99077,2.8889,0,2451,thing,The Lord of the Rings: The Card Game – The Dunland Trap,1,2,60,60,60,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Flame of the West,0,,198926,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017558,5.727,8.40478,2.8333,0,2422,thing,The Lord of the Rings: The Card Game – The Flame of the West,1,2,90,90,30,2016,,,,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Grey Havens,0,,182930,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,38330992,5.8054,8.46646,3.25,0,2319,thing,The Lord of the Rings: The Card Game – The Grey Havens,1,2,90,90,30,2015,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Hills of Emyn Muil,0,,98634,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,29810257,6.1444,7.18547,2.7551,0,6655,thing,The Lord of the Rings: The Card Game – The Hills of Emyn Muil,1,2,60,60,60,2011,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Hobbit: On the Doorstep,0,,130715,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,32824274,6.12789,8.01296,3.2188,0,4610,thing,The Lord of the Rings: The Card Game – The Hobbit: On the Doorstep,1,2,0,0,0,2013,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Hobbit: Over Hill and Under Hill,0,,123695,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,32824273,6.33528,7.85874,3.1395,0,6222,thing,The Lord of the Rings: The Card Game – The Hobbit: Over Hill and Under Hill,1,2,60,60,60,2012,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Hunt for Gollum,0,,94288,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,29810254,6.36469,7.34769,2.8353,0,8179,thing,The Lord of the Rings: The Card Game – The Hunt for Gollum,1,2,60,60,60,2011,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Land of Shadow,0,,177163,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017554,5.75515,8.31946,3.1429,0,2684,thing,The Lord of the Rings: The Card Game – The Land of Shadow,1,2,90,90,30,2015,,,,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Long Dark,5.5,,117929,expansion,0,1,0,0,0,0,0,0,0,3,,"This quest wasn't that great. It gave the feel of a slog through Moria but I don't remember it being all that interesting. I didn't hate it, but it doesn't stick in my mind as very good either.",,,,33831712,5.98864,7.60264,2.6316,0,4338,thing,The Lord of the Rings: The Card Game – The Long Dark,1,2,60,60,60,2012,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Lost Realm,0,,164313,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017516,5.81492,8.27555,3,0,2583,thing,The Lord of the Rings: The Card Game – The Lost Realm,1,2,60,60,60,2015,"1,2",1,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Massing at Osgiliath,0,,104139,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017567,5.99371,7.93553,2.8571,0,2951,thing,The Lord of the Rings: The Card Game – The Massing at Osgiliath,1,2,60,60,60,2011,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Morgul Vale,0,,140917,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463461,5.82763,8.0292,3,0,2777,thing,The Lord of the Rings: The Card Game – The Morgul Vale,1,2,60,60,60,2013,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Nîn-in-Eilph,0,,158019,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017488,5.72332,7.79986,2.75,0,2281,thing,The Lord of the Rings: The Card Game – The Nîn-in-Eilph,1,2,60,60,60,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Old Forest,0,,161217,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017548,5.6493,7.82932,3,0,1431,thing,The Lord of the Rings: The Card Game – The Old Forest,1,2,60,60,60,2014,,,,,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Redhorn Gate,0,,110193,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,30367051,6.09255,7.796,2.7826,0,4651,thing,The Lord of the Rings: The Card Game – The Redhorn Gate,1,2,60,60,60,2012,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Road Darkens,0,,147723,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017553,5.97852,8.38354,3.0714,0,3741,thing,The Lord of the Rings: The Card Game – The Road Darkens,1,2,60,60,60,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Ruins of Belegost,0,,182831,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017577,5.58906,8.07753,3.5,0,1042,thing,The Lord of the Rings: The Card Game – The Ruins of Belegost,1,2,90,90,30,2015,,,,,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Siege of Annuminas,0,,205193,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017583,5.59395,8.40915,3,0,1008,thing,The Lord of the Rings: The Card Game – The Siege of Annuminas,1,2,60,60,60,2016,,,,,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Steward's Fear,8,,132020,expansion,0,1,0,0,0,0,0,0,0,1,,Interesting and challenging quest,,,,33831472,5.91402,8.02315,3,0,3107,thing,The Lord of the Rings: The Card Game – The Steward's Fear,1,2,90,90,30,2013,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Stone of Erech,0,,143025,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017575,5.70982,8.07161,2.9,0,1684,thing,The Lord of the Rings: The Card Game – The Stone of Erech,1,2,60,60,60,2013,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Three Trials,0,,154493,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463470,5.78167,8.04943,2.7143,0,2406,thing,The Lord of the Rings: The Card Game – The Three Trials,1,2,90,90,30,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Treachery of Rhudaur,0,,177608,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017540,5.67292,8.05175,3,0,1863,thing,The Lord of the Rings: The Card Game – The Treachery of Rhudaur,1,2,60,60,60,2015,,,,,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Treason of Saruman,0,,164665,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463484,5.83332,8.35444,3,0,3013,thing,The Lord of the Rings: The Card Game – The Treason of Saruman,1,2,90,90,30,2015,"1,2",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Voice of Isengard,0,,146574,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463463,5.90503,8.03936,3.0667,0,3276,thing,The Lord of the Rings: The Card Game – The Voice of Isengard,1,2,60,60,60,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Wastes of Eriador,0,,172680,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,44017521,5.67961,8.01508,3.1429,0,1942,thing,The Lord of the Rings: The Card Game – The Wastes of Eriador,1,2,60,60,60,2015,"1,2",,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Watcher in the Water,6,,114351,expansion,0,1,0,0,0,0,0,0,0,3,,"This quest was challenging, but we got lucky on our second outing so we quickly moved on and haven't played it since. I think it does have an interesting mechanic for the puzzle.",,,,30367052,6.13302,7.87592,2.8,0,4618,thing,The Lord of the Rings: The Card Game – The Watcher in the Water,1,2,60,60,60,2012,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – The Wizard's Quest,0,,252894,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,58746580,5.55293,8.17209,3,0,663,thing,The Lord of the Rings: The Card Game – The Wizard's Quest,1,2,0,0,0,2018,,,,,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Card Game – Trouble in Tharbad,0,,156416,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,35463477,5.74489,8.02302,2.875,0,2366,thing,The Lord of the Rings: The Card Game – Trouble in Tharbad,1,2,90,90,30,2014,"1,2",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Lords of Hellas,0,,222509,standalone,0,0,0,0,0,0,0,0,1,4,,,,,,91073550,7.15847,7.74936,3.338,284,10586,thing,Lords of Hellas,1,4,90,90,60,2018,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Lords of Waterdeep,8.5,88,110327,standalone,0,1,0,0,0,0,0,0,0,3,,Definitely the worker placement game that I want to teach to new gamers. Also my favorite theme. I still like this game quite a bit but it needs just a little bit of help from an expansion.,,,,15555308,7.61028,7.74469,2.4559,81,62998,thing,Lords of Waterdeep,2,5,120,120,60,2012,"2,3,4,5","3,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Lords of Waterdeep: Scoundrels of Skullport,8,3,134342,expansion,0,1,0,0,0,0,0,0,0,3,,"Adds some really nice variety to the game, with a few surprisingly great new mechanics. I like that it's two modules in one. I dislike that the components are slightly off - the quest cards bother me the most. The colors are not the same and the back being upside down really annoys me.",,,,18689483,7.83438,8.21358,2.6414,0,30061,thing,Lords of Waterdeep: Scoundrels of Skullport,2,6,60,60,60,2013,"2,3,4,5,6",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Lost Cities,7.2,4,50,standalone,0,1,0,0,0,0,0,0,0,3,,"My wife and I found this interesting, so it's nice that it's a two-player game. That being said we haven't been itching to get it back out much.",,,,38432192,7.10485,7.20432,1.4863,330,58759,thing,Lost Cities,2,2,30,30,30,1999,2,2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
The Lost Expedition,0,,216459,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,97251102,6.67256,7.06321,1.8629,816,11075,thing,The Lost Expedition,1,5,50,50,30,2017,"1,2,3",1,10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Lost Patrol,0,,2268,standalone,0,1,0,0,0,1,0,0,0,4,,,,,,33750348,5.63047,6.4412,1.6129,6616,737,thing,Lost Patrol,2,4,30,30,20,2000,"1,2",2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Love Letter,8,56,129622,standalone,0,1,0,0,0,0,0,0,0,3,,"I want to like this game. I think I really need to find a group that wants to play it. I think I mostly appreciate it, but no one I've played it with has ever wanted to play it again :-(

Update 2022: have been playing this a lot with Ali and she's great at it. I really like it two-player, and it's fun with three or sometimes four as a family.",,,,18925539,7.1363,7.2289,1.1891,300,102214,thing,Love Letter,2,4,20,20,20,2012,"3,4",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Magic Realm Light 30,7.9,4,176070,standalone,0,1,0,0,0,1,0,0,0,3,,"Fun and easy introduction to the Magic Realm rules. I enjoyed playing it solo, and even crafted a more 3D set out of colored felt for the map and various bones minis for the monsters and lairs.",,,,41466646,5.55341,7.56182,2.7778,10408,188,thing,Magic Realm Light 30,1,1,45,45,30,2015,1,1,,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Magic: The Gathering,8.99,,463,standalone,0,1,0,0,0,0,0,0,0,3,,"I own Magic the Gathering. All of them ;-)
",,,,15866808,7.37962,7.5507,3.2366,158,39378,thing,Magic: The Gathering,2,2,20,20,20,1993,2,2,12+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Mahjong,7,12,2093,standalone,0,0,0,0,0,0,0,0,0,3,,Sort of a hard way to have fun compared to more modern games. Still an interesting challenge and I enjoy picking a category and then narrowing in on a specific hand. A major weakness is when your hand is clearly dead half-way through the game.,,,,16476671,6.66068,7.03418,2.5699,837,10052,thing,Mahjong,3,4,120,120,120,1850,4,4,10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
The Manhattan Project,0,,63628,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,16202638,7.03173,7.34123,2.9623,390,12049,thing,The Manhattan Project,2,5,120,120,120,2012,"2,3,4,5",4,12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Mare Nostrum,0,,3931,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,18020497,6.24176,6.72095,2.9914,1716,3507,thing,Mare Nostrum,3,5,120,120,120,2003,"4,5",5,12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Master Mind,0,2,2392,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,96990451,5.53707,5.59034,1.7968,12265,11554,thing,Mastermind,2,2,20,20,20,1976,2,2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,Invicta Games,Danish; Dutch; English; French; German; Italian; Norwegian; Portuguese; Spanish; Swedish,1976,Invicta multilingual edition 1976
Memory,2,,7688,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96848012,5.01538,4.74253,1.1545,22908,4809,thing,Memory,2,6,30,30,30,1959,"2,3,4",2,3–16,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Merchants & Marauders,0,,25292,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,94544046,7.1244,7.39604,3.2449,310,18591,thing,Merchants & Marauders,2,4,180,180,180,2010,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
